Species,zone_n,zone_s,zone_g
Ficus_variifolia,tropical,tropical,tropical
Ficus_variolosa,else,NA,else
Ficus_vasculosa,else,tropical,else
Ficus_vasta,else,tropical,else
Ficus_velutina,else,tropical,else
Ficus_verruculosa,tropical,else,else
Ficus_vieillardiana,NA,else,else
Ficus_virens,else,else,else
Ficus_virgata,else,else,tropical
Ficus_vittata,tropical,tropical,tropical
Ficus_vogeliana,tropical,tropical,tropical
Ficus_wassa,tropical,tropical,tropical
Ficus_watkinsiana,else,else,else
Ficus_webbiana,NA,else,else
Ficus_xylophylla,tropical,tropical,tropical
Ficus_yoponensis,else,tropical,tropical
Ficus_ypsilophlebia,tropical,tropical,tropical
Filicium_decipiens,else,else,tropical
Filicium_longifolium,NA,else,else
Fillaeopsis_discophora,tropical,tropical,tropical
Finschia_chloroxantha,else,tropical,tropical
Firmiana_colorata,else,tropical,else
Firmiana_papuana,NA,else,else
Firmiana_simplex,else,else,else
Fissicalyx_fendleri,tropical,NA,tropical
Fittingia_tubiflora,NA,tropical,tropical
Fitzroya_cupressoides,else,else,else
Flacourtia_flavescens,else,NA,else
Flacourtia_indica,else,else,tropical
Flacourtia_inermis,tropical,tropical,tropical
Flacourtia_jangomas,else,else,tropical
Flacourtia_mollis,else,NA,else
Flacourtia_rukam,tropical,tropical,tropical
Flacourtia_vogelii,tropical,tropical,tropical
Flagenium_triflorum,NA,else,else
Flindersia_acuminata,NA,else,else
Flindersia_amboinensis,NA,tropical,tropical
Flindersia_australis,NA,else,else
Flindersia_bennettii,NA,else,else
Flindersia_bourjotiana,NA,else,else
Flindersia_brayleyana,else,else,else
Flindersia_collina,NA,else,else
Flindersia_dissosperma,NA,else,else
Flindersia_ifflana,NA,else,else
Flindersia_laevicarpa,NA,tropical,tropical
Flindersia_maculosa,NA,else,else
Flindersia_pimenteliana,NA,else,else
Flindersia_schottiana,NA,else,else
Flindersia_xanthoxyla,NA,else,else
Floydia_praealta,NA,else,else
Flueggea_acidoton,else,NA,else
Flueggea_flexuosa,else,tropical,tropical
Flueggea_leucopyrus,else,else,else
Flueggea_virosa,else,else,else
Foetidia_obliqua,NA,else,else
Foetidia_retusa,NA,else,else
Fokienia_hodginsii,else,else,else
Fontainea_pancheri,NA,else,else
Fontanesia_fortunei,else,NA,else
Forchhammeria_macrocarpa,else,NA,else
Forchhammeria_pallida,else,NA,else
Forchhammeria_trifoliata,else,NA,else
Forchhammeria_watsonii,else,NA,else
Fordia_albiflora,tropical,NA,tropical
Fordia_brachybotrys,tropical,tropical,tropical
Fordia_cauliflora,else,NA,else
Fordia_splendidissima,tropical,tropical,tropical
Forestiera_acuminata,else,NA,else
Forestiera_angustifolia,else,NA,else
Forestiera_cartaginensis,else,NA,else
Forestiera_phillyreoides,else,NA,else
Forestiera_racemosa,else,NA,else
Forestiera_rhamnifolia,else,NA,else
Forestiera_segregata,else,NA,else
Forestiera_shrevei,else,NA,else
Forestiera_tomentosa,else,NA,else
Fortunearia_sinensis,else,NA,else
Fouquieria_columnaris,else,NA,else
Fouquieria_diguetii,else,NA,else
Fouquieria_fasciculata,else,NA,else
Fouquieria_formosa,else,NA,else
Fouquieria_macdougalii,else,NA,else
Fouquieria_ochoterenae,else,NA,else
Fouquieria_purpusii,else,NA,else
Fouquieria_splendens,else,NA,else
Franciscodendron_laurifolium,NA,else,else
Frangula_alnus,else,else,else
Frangula_azorica,else,NA,else
Frangula_betulifolia,else,NA,else
Frangula_breedlovei,else,NA,else
Frangula_californica,else,else,else
Frangula_capreifolia,else,NA,else
Frangula_caroliniana,else,NA,else
Frangula_crenata,else,NA,else
Frangula_discolor,else,NA,else
Frangula_granulosa,tropical,tropical,tropical
Frangula_henryi,else,NA,else
Frangula_mcvaughii,else,NA,else
Frangula_mucronata,else,NA,else
Frangula_oreodendron,tropical,NA,tropical
Frangula_pendula,tropical,NA,tropical
Frangula_polymorpha,tropical,else,else
Frangula_purshiana,else,else,else
Frangula_sphaerosperma,tropical,else,else
Franklinia_alatamaha,else,NA,else
Fraunhofera_multiflora,NA,tropical,tropical
Fraxinus_americana,else,else,else
Fraxinus_angustifolia,else,else,else
Fraxinus_anomala,else,NA,else
Fraxinus_apertisquamifera,else,NA,else
Fraxinus_berlandieriana,else,NA,else
Fraxinus_bungeana,else,NA,else
Fraxinus_caroliniana,else,NA,else
Fraxinus_chiisanensis,else,NA,else
Fraxinus_chinensis,else,else,else
Fraxinus_cuspidata,else,NA,else
Fraxinus_dipetala,else,else,else
Fraxinus_excelsior,else,else,else
Fraxinus_floribunda,else,else,else
Fraxinus_gooddingii,else,NA,else
Fraxinus_greggii,else,NA,else
Fraxinus_griffithii,else,else,else
Fraxinus_insularis,else,NA,else
Fraxinus_lanuginosa,else,NA,else
Fraxinus_latifolia,else,NA,else
Fraxinus_longicuspis,else,else,else
Fraxinus_mandshurica,else,NA,else
Fraxinus_nigra,else,NA,else
Fraxinus_odontocalyx,else,NA,else
Fraxinus_ornus,else,else,else
Fraxinus_paxiana,else,NA,else
Fraxinus_pennsylvanica,else,else,else
Fraxinus_platypoda,else,else,else
Fraxinus_profunda,else,NA,else
Fraxinus_purpusii,else,NA,else
Fraxinus_quadrangulata,else,NA,else
Fraxinus_rufescens,else,NA,else
Fraxinus_sieboldiana,else,else,else
Fraxinus_sogdiana,else,NA,else
Fraxinus_trifoliolata,else,NA,else
Fraxinus_uhdei,else,tropical,else
Fraxinus_velutina,else,else,else
Fraxinus_xanthoxyloides,else,NA,else
Fremontodendron_californicum,else,else,else
Fremontodendron_mexicanum,else,NA,else
Freziera_arbutifolia,tropical,NA,tropical
Freziera_bonplandiana,tropical,NA,tropical
Freziera_caesariata,NA,else,else
Freziera_calophylla,tropical,tropical,tropical
Freziera_candicans,tropical,NA,tropical
Freziera_canescens,tropical,tropical,tropical
Freziera_carinata,tropical,tropical,tropical
Freziera_chrysophylla,tropical,else,tropical
Freziera_dudleyi,NA,else,else
Freziera_friedrichsthaliana,else,NA,else
Freziera_grisebachii,else,else,else
Freziera_guatemalensis,else,NA,else
Freziera_karsteniana,tropical,tropical,tropical
Freziera_lanata,NA,else,else
Freziera_parva,NA,else,else
Freziera_reticulata,tropical,tropical,tropical
Freziera_suberosa,tropical,tropical,tropical
Freziera_tomentosa,tropical,tropical,tropical
Freziera_undulata,else,NA,else
Freziera_verrucosa,tropical,tropical,tropical
Froesia_diffusa,tropical,tropical,tropical
Froesia_tricarpa,tropical,tropical,tropical
Froesiodendron_amazonicum,tropical,tropical,tropical
Fuchsia_arborescens,else,else,else
Fuchsia_boliviana,tropical,else,else
Fuchsia_denticulata,tropical,else,else
Fuchsia_excorticata,NA,else,else
Fuchsia_paniculata,else,else,else
Fuchsia_regia,NA,else,else
Fulcaldea_laurifolia,NA,tropical,tropical
Funifera_brasiliensis,NA,else,else
Funtumia_africana,tropical,tropical,tropical
Funtumia_elastica,tropical,tropical,tropical
Furcraea_longaeva,else,NA,else
Furcraea_parmentieri,else,else,else
Fusaea_longifolia,tropical,tropical,tropical
Fusaea_peruviana,tropical,tropical,tropical
Fusispermum_laxiflorum,tropical,tropical,tropical
Fusispermum_minutiflorum,tropical,else,tropical
Fusispermum_rubrolignosum,tropical,tropical,tropical
Gabonius_ngouniensis,tropical,tropical,tropical
Gaertnera_arenaria,NA,else,else
Gaertnera_bieleri,tropical,tropical,tropical
Gaertnera_cardiocarpa,NA,else,else
Gaertnera_cooperi,tropical,tropical,tropical
Gaertnera_eketensis,tropical,tropical,tropical
Gaertnera_guillotii,NA,else,else
Gaertnera_ianthina,NA,else,else
Gaertnera_inflexa,NA,else,else
Gaertnera_junghuhniana,tropical,tropical,tropical
Gaertnera_leucothyrsa,tropical,tropical,tropical
Gaertnera_longivaginalis,tropical,tropical,tropical
Gaertnera_macrobotrys,NA,else,else
Gaertnera_macrostipula,NA,else,else
Gaertnera_madagascariensis,NA,else,else
Gaertnera_obovata,NA,else,else
Gaertnera_paniculata,tropical,tropical,tropical
Gaertnera_pauciflora,NA,else,else
Gaertnera_phanerophlebia,NA,else,else
Gaertnera_phyllosepala,NA,else,else
Gaertnera_phyllostachya,NA,else,else
Gaertnera_raphaelii,NA,else,else
Gaertnera_robusta,NA,else,else
Gaertnera_rubra,NA,else,else
Gaertnera_trachystyla,tropical,tropical,tropical
Gaertnera_vaginans,tropical,tropical,tropical
Gagnebina_commersoniana,NA,else,else
Gaiadendron_punctatum,tropical,tropical,tropical
Galbulimima_belgraveana,NA,tropical,tropical
Galearia_aristifera,tropical,tropical,tropical
Galearia_celebica,tropical,tropical,tropical
Galearia_filiformis,tropical,tropical,tropical
Galearia_fulva,tropical,tropical,tropical
Galearia_maingayi,tropical,tropical,tropical
Galiniera_saxifraga,tropical,tropical,tropical
Galipea_ciliata,NA,else,else
Galipea_dasysperma,else,NA,else
Galipea_davisii,tropical,tropical,tropical
Galipea_jasminiflora,NA,else,else
Galipea_laxiflora,NA,else,else
Galipea_panamensis,tropical,NA,tropical
Galipea_trifoliata,tropical,tropical,tropical
Gallesia_integrifolia,tropical,else,else
Gallienia_sclerophylla,NA,else,else
Galpinia_transvaalica,else,else,else
Gambeya_africana,tropical,tropical,tropical
Gambeya_albida,tropical,NA,tropical
Gambeya_beguei,tropical,tropical,tropical
Gambeya_boukokoensis,tropical,tropical,tropical
Gambeya_lacourtiana,tropical,tropical,tropical
Gambeya_perpulchra,tropical,tropical,tropical
Gambeya_subnuda,tropical,tropical,tropical
Gamblea_ciliata,else,NA,else
Gamblea_innovans,else,NA,else
Ganophyllum_falcatum,tropical,else,else
Ganophyllum_giganteum,tropical,tropical,tropical
Garcia_nutans,else,NA,else
Garcia_parviflora,else,NA,else
Garcinia_afzelii,tropical,tropical,tropical
Garcinia_amplexicaulis,NA,else,else
Garcinia_aphanophlebia,NA,else,else
Garcinia_arenicola,NA,else,else
Garcinia_aristata,else,NA,else
Garcinia_assugu,NA,tropical,tropical
Garcinia_asterandra,NA,else,else
Garcinia_atroviridis,tropical,tropical,tropical
Garcinia_bancana,tropical,tropical,tropical
Garcinia_beccarii,tropical,tropical,tropical
Garcinia_benthamiana,tropical,tropical,tropical
Garcinia_brasiliensis,tropical,else,else
Garcinia_buchananii,tropical,tropical,tropical
Garcinia_calcicola,NA,else,else
Garcinia_caudiculata,tropical,tropical,tropical
Garcinia_celebica,tropical,tropical,tropical
Garcinia_cerasifer,NA,else,else
Garcinia_chapelieri,NA,else,else
Garcinia_chromocarpa,tropical,tropical,tropical
Garcinia_cowa,else,NA,else
Garcinia_dauphinensis,NA,else,else
Garcinia_decipiens,NA,else,else
Garcinia_densivenia,tropical,tropical,tropical
Garcinia_diospyrifolia,tropical,tropical,tropical
Garcinia_dulcis,tropical,tropical,tropical
Garcinia_epunctata,tropical,tropical,tropical
Garcinia_forbesii,tropical,tropical,tropical
Garcinia_gardneriana,tropical,else,else
Garcinia_gaudichaudii,tropical,tropical,tropical
Garcinia_gerrardii,NA,else,else
Garcinia_goudotiana,NA,else,else
Garcinia_guacopary,tropical,else,else
Garcinia_gummi-Gutta,else,tropical,else
Garcinia_hollrungii,NA,tropical,tropical
Garcinia_humilis,else,tropical,else
Garcinia_hunsteinii,NA,tropical,tropical
Garcinia_indica,else,else,else
Garcinia_intermedia,else,tropical,else
Garcinia_kingaensis,NA,tropical,tropical
Garcinia_kola,tropical,tropical,tropical
Garcinia_lanceifolia,else,else,else
Garcinia_latissima,tropical,tropical,tropical
Garcinia_livingstonei,else,else,tropical
Garcinia_lowryi,NA,else,else
Garcinia_lucida,tropical,tropical,tropical
Garcinia_macrophylla,tropical,tropical,tropical
Garcinia_madagascariensis,NA,else,else
Garcinia_madruno,tropical,tropical,tropical
Garcinia_magnifolia,tropical,tropical,tropical
Garcinia_maingayi,tropical,tropical,tropical
Garcinia_mangorensis,NA,else,else
Garcinia_mannii,tropical,tropical,tropical
Garcinia_merguensis,tropical,NA,tropical
Garcinia_miquelii,tropical,NA,tropical
Garcinia_morella,else,NA,else
Garcinia_multiflora,else,NA,else
Garcinia_neglecta,NA,else,else
Garcinia_nervosa,tropical,tropical,tropical
Garcinia_oblongifolia,else,NA,else
Garcinia_orthoclada,NA,else,else
Garcinia_ovalifolia,tropical,tropical,tropical
Garcinia_parvifolia,tropical,tropical,tropical
Garcinia_parvula,NA,else,else
Garcinia_pauciflora,NA,else,else
Garcinia_penangiana,tropical,NA,tropical
Garcinia_pervillei,NA,else,else
Garcinia_portoricensis,else,tropical,tropical
Garcinia_preussii,tropical,tropical,tropical
Garcinia_pseudoguttifera,NA,else,else
Garcinia_puat,NA,else,else
Garcinia_punctata,tropical,tropical,tropical
Garcinia_quadrifaria,tropical,tropical,tropical
Garcinia_rostrata,tropical,tropical,tropical
Garcinia_schraderi,NA,tropical,tropical
Garcinia_spicata,else,NA,else
Garcinia_subelliptica,else,NA,else
Garcinia_talbotii,else,NA,else
Garcinia_tsaratananae,NA,else,else
Garcinia_urschii,NA,else,else
Garcinia_verrucosa,NA,else,else
Garcinia_volkensii,tropical,tropical,tropical
Garcinia_warrenii,NA,else,else
Garcinia_xanthochymus,else,else,else
Gardenia_aqualla,else,NA,else
Gardenia_aubryi,else,else,else
Gardenia_barnesii,else,NA,else
Gardenia_cornuta,else,else,else
Gardenia_dacryoides,NA,else,else
Gardenia_elata,tropical,tropical,tropical
Gardenia_erubescens,else,NA,else
Gardenia_ewartii,NA,else,else
Gardenia_faucicola,NA,else,else
Gardenia_fucata,NA,else,else
Gardenia_gummifera,else,NA,else
Gardenia_imperialis,tropical,tropical,tropical
Gardenia_jasminoides,else,else,else
Gardenia_kakaduensis,NA,else,else
Gardenia_megasperma,NA,else,else
Gardenia_nitida,tropical,NA,tropical
Gardenia_ovularis,NA,else,else
Gardenia_posoquerioides,NA,tropical,tropical
Gardenia_pterocalyx,tropical,tropical,tropical
Gardenia_pyriformis,NA,else,else
Gardenia_resinifera,else,tropical,else
Gardenia_resiniflua,NA,else,else
Gardenia_resinosa,NA,else,else
Gardenia_rutenbergiana,NA,else,else
Gardenia_scabrella,NA,else,else
Gardenia_schwarzii,NA,else,else
Gardenia_sokotensis,else,NA,else
Gardenia_sootepensis,else,NA,else
Gardenia_taitensis,else,else,else
Gardenia_ternifolia,tropical,tropical,tropical
Gardenia_tessellaris,NA,else,else
Gardenia_thunbergia,else,else,else
Gardenia_transvenulosa,NA,tropical,tropical
Gardenia_tubifera,tropical,tropical,tropical
Gardenia_vilhelmii,NA,else,else
Gardenia_vogelii,tropical,tropical,tropical
Gardenia_volkensii,tropical,else,else
Gardeniopsis_longifolia,tropical,tropical,tropical
Garrya_congdonii,else,NA,else
Garrya_elliptica,else,else,else
Garrya_fadyenii,else,NA,else
Garrya_flavescens,else,NA,else
Garrya_fremontii,else,NA,else
Garrya_glaberrima,else,NA,else
Garrya_grisea,else,NA,else
Garrya_laurifolia,else,NA,else
Garrya_longifolia,else,NA,else
Garrya_ovata,else,NA,else
Garrya_veatchii,else,NA,else
Garrya_wrightii,else,NA,else
Garuga_floribunda,else,else,tropical
Garuga_pinnata,else,tropical,else
Gastrolobium_bilobum,NA,else,else
Gaulettia_canomensis,tropical,tropical,tropical
Gaulettia_cognata,tropical,NA,tropical
Gaulettia_elata,tropical,tropical,tropical
Gaulettia_foveolata,tropical,tropical,tropical
Gaulettia_parillo,tropical,tropical,tropical
Gaulettia_racemosa,tropical,tropical,tropical
Gaultheria_acuminata,else,NA,else
Gaultheria_bracteata,tropical,else,else
Gaultheria_erecta,else,else,tropical
Gaultheria_eriophylla,NA,else,else
Gaultheria_fragrantissima,else,tropical,else
Gaultheria_griffithiana,else,NA,else
Gaultheria_itatiaiae,NA,else,else
Gaussia_maya,else,NA,else
Gaylussacia_brasiliensis,NA,else,else
Gaylussacia_montana,NA,else,else
Gaylussacia_oleifolia,NA,else,else
Gaylussacia_rhododendron,NA,else,else
Gaylussacia_salicifolia,NA,else,else
Geijera_linearifolia,NA,else,else
Geijera_parviflora,else,else,else
Geijera_salicifolia,NA,else,else
Geissanthus_ambiguus,tropical,else,else
Geissanthus_andinus,tropical,tropical,tropical
Geissanthus_argutus,tropical,tropical,tropical
Geissanthus_bogotensis,tropical,tropical,tropical
Geissanthus_ecuadorensis,tropical,tropical,tropical
Geissanthus_fragrans,tropical,NA,tropical
Geissanthus_longistamineus,tropical,tropical,tropical
Geissanthus_mezianus,tropical,tropical,tropical
Geissanthus_occidentalis,tropical,tropical,tropical
Geissanthus_pichinchae,tropical,tropical,tropical
Geissanthus_quindiensis,tropical,tropical,tropical
Geissanthus_serrulatus,tropical,NA,tropical
Geissanthus_vanderwerffii,tropical,tropical,tropical
Geissois_magnifica,NA,else,else
Geissois_montana,NA,else,else
Geissois_pruinosa,NA,else,else
Geissois_racemosa,NA,else,else
Geissospermum_argenteum,tropical,tropical,tropical
Geissospermum_laeve,tropical,else,tropical
Geissospermum_reticulatum,tropical,else,else
Geissospermum_sericeum,tropical,tropical,tropical
Geissospermum_urceolatum,tropical,tropical,tropical
Geniostoma_antherotrichum,NA,tropical,tropical
Geniostoma_celastrineum,NA,else,else
Geniostoma_densiflora,NA,else,else
Geniostoma_novae-Caledoniae,NA,else,else
Geniostoma_rupestre,tropical,else,else
Geniostoma_weinlandii,NA,tropical,tropical
Genipa_americana,tropical,else,tropical
Genipa_infundibuliformis,NA,else,else
Genipa_spruceana,tropical,tropical,tropical
Genista_aetnensis,else,else,else
Gentlea_penduliflora,else,NA,else
Geoffroea_decorticans,else,else,else
Geoffroea_spinosa,else,tropical,tropical
Geonoma_baculifera,tropical,tropical,tropical
Geonoma_brongniartii,tropical,tropical,tropical
Geonoma_calyptrogynoidea,tropical,NA,tropical
Geonoma_camana,tropical,tropical,tropical
Geonoma_chococola,tropical,NA,tropical
Geonoma_congesta,else,tropical,else
Geonoma_cuneata,tropical,tropical,tropical
Geonoma_deversa,tropical,tropical,tropical
Geonoma_elegans,NA,else,else
Geonoma_ferruginea,else,tropical,else
Geonoma_interrupta,else,tropical,tropical
Geonoma_laxiflora,tropical,tropical,tropical
Geonoma_lehmannii,tropical,tropical,tropical
Geonoma_longivaginata,tropical,NA,tropical
Geonoma_macrostachys,tropical,tropical,tropical
Geonoma_maxima,tropical,tropical,tropical
Geonoma_multisecta,tropical,tropical,tropical
Geonoma_occidentalis,NA,else,else
Geonoma_oldemanii,tropical,tropical,tropical
Geonoma_orbignyana,tropical,tropical,tropical
Geonoma_pinnatifrons,else,else,else
Geonoma_poeppigiana,tropical,tropical,tropical
Geonoma_pohliana,NA,else,else
Geonoma_schottiana,NA,else,else
Geonoma_stricta,tropical,tropical,tropical
Geonoma_triandra,tropical,NA,tropical
Geonoma_triglochin,tropical,tropical,tropical
Geonoma_trigona,NA,tropical,tropical
Geonoma_undata,tropical,tropical,tropical
Gereaua_perrieri,NA,else,else
Gerrardina_foliosa,NA,else,else
Gesneria_cubensis,else,NA,else
Gesneria_pedunculosa,else,NA,else
Gesneria_viridiflora,else,NA,else
Gesnouinia_arborea,else,NA,else
Gevuina_avellana,else,else,else
Gevuina_bleasdalei,NA,else,else
Gilbertiodendron_aylmeri,tropical,NA,tropical
Gilbertiodendron_bilineatum,tropical,NA,tropical
Gilbertiodendron_brachystegioides,tropical,tropical,tropical
Gilbertiodendron_demonstrans,tropical,tropical,tropical
Gilbertiodendron_dewevrei,tropical,tropical,tropical
Gilbertiodendron_diphyllum,tropical,tropical,tropical
Gilbertiodendron_grandistipulatum,tropical,tropical,tropical
Gilbertiodendron_ivorense,tropical,NA,tropical
Gilbertiodendron_klainei,tropical,tropical,tropical
Gilbertiodendron_limba,tropical,tropical,tropical
Gilbertiodendron_mayombense,tropical,tropical,tropical
Gilbertiodendron_ogoouense,tropical,tropical,tropical
Gilbertiodendron_preussii,tropical,tropical,tropical
Gilbertiodendron_scutatum,tropical,tropical,tropical
Gilbertiodendron_splendidum,tropical,NA,tropical
Gilbertiodendron_stipulaceum,tropical,tropical,tropical
Gilbertiodendron_sulfureum,tropical,tropical,tropical
Gilbertiodendron_unijugum,tropical,tropical,tropical
Gillbeea_adenopetala,NA,else,else
Gillbeea_papuana,NA,tropical,tropical
Gilletiodendron_kisantuense,tropical,tropical,tropical
Gilletiodendron_pierreanum,tropical,tropical,tropical
Ginkgo_biloba,else,else,else
Ginoria_nudiflora,else,NA,else
